title,type,radar_notes,radar_peak,radar_scratch,radar_soflan,radar_charge,radar_chord,notes,radar_top
Legendary Treasures,A,119.85,102.62,25.88,0,60.4,130.58,1450,CHORD
Legendary Treasures,H,74.39,68.57,18.66,0,26.87,71.24,900,NOTES
LEMON MELON COOKIE,A,85.72,68.57,35.99,0,0.93,92.02,1128,CHORD
LEMON MELON COOKIE,H,59.12,47.14,22.7,0,0,37.91,778,NOTES
LESSON 5,A,96.67,84.29,22.89,0,0,104.3,1261,CHORD
LESSON 5,H,72.75,64.28,22.89,0,0,51.62,949,NOTES
Let me be your cure,A,101.36,91.42,18.69,0,0,92.93,1344,NOTES
Let me be your cure,H,54.14,44.28,10.43,0,0,19.29,718,NOTES
Let the Snow Paint Me,A,52.18,60,26.8,0,0,45.32,624,PEAK
Let the Snow Paint Me,H,44.89,60,3.04,0,0,27.06,537,PEAK
Let The Track Flow,A,114.96,113.15,28.79,0,0,88.05,1367,NOTES
Let The Track Flow,H,79.3,72.86,20.22,0,0,27.97,943,NOTES
Lethal Weapon,A,132.99,118.42,54.74,113.27,2.81,118.72,1646,NOTES
Lethal Weapon,H,77.65,68.58,35.32,76.65,0.93,57.22,961,NOTES
LETHEBOLG ~双神威に斬り咲けり~,A,86.97,88.58,18.82,0,0,77.49,1111,PEAK
LETHEBOLG ~双神威に斬り咲けり~,H,64.65,55.72,15.39,0,0,31.51,826,NOTES
Level 2,A,118.41,111.84,161.96,0,25.93,113.07,1488,SCRATCH
Level 2,H,70.49,77.14,135.01,0,13.28,28.34,886,SCRATCH
Level 3,A,149.79,135.52,179.8,0,15,132.52,1844,SCRATCH
Level 3,H,95.37,87.15,153.85,0,3.75,57.2,1174,SCRATCH
Level 4,A,150.48,126.31,193.48,0,12.03,136.28,1883,SCRATCH
Level 4,H,85.19,78.57,157.36,0,4.68,49.13,1066,SCRATCH
Level 5,A,147.86,125,200,0,31.09,135.95,1937,SCRATCH
Level One,A,142.64,134.21,182.51,0,90.62,130.08,1857,SCRATCH
Level One,H,90.79,85.7,127.2,0,52.03,83.91,1182,SCRATCH
Liberation,A,138.96,126.31,12.75,0,0,127.47,1905,NOTES
Liberation,H,87.75,72.85,13.28,0,0,64.02,1203,NOTES
"Life Is A Game ft.DD""ナカタ""Metal",A,139.99,150,54.01,0,0,149.35,1775,PEAK
"Life Is A Game ft.DD""ナカタ""Metal",H,78.78,91.42,15.5,0,0,29.12,999,PEAK
Lift Us High,A,95.51,84.28,56.36,0,0,74.51,1247,NOTES
Lift Us High,H,61.88,60,41.29,0,0,23.77,808,NOTES
Light and Cyber・・・,A,124.19,113.15,29.22,0,0,105.13,1579,NOTES
Light and Cyber・・・,H,81.72,68.57,17.76,0,0,36.72,1039,NOTES
Light Shine,A,93.4,87.15,37.19,0,121.84,99.14,988,CHARGE
Light Shine,H,55.01,50,22.73,0,36.27,23.47,582,NOTES
Lighting Shower,A,117,103.94,54.5,0,0,81.43,1220,NOTES
Lighting Shower,H,66.57,58.57,33.54,0,0,24.69,694,NOTES
LIGHTNING STRIKES,A,139.51,127.63,51.47,0,26.56,125.71,1639,NOTES
LIGHTNING STRIKES,H,72.69,70,32.86,0,3.43,34.28,854,NOTES
LIGHTNING STRIKES,L,180.12,167.85,56.43,0,74.06,175.01,2123,NOTES
lights,A,68.55,75.71,13.17,0,0,49.19,910,PEAK
lights,H,56.72,58.57,12.07,0,0,29.51,753,PEAK
Lightspeed,A,140.7,125,88.72,0,98.43,127.6,1606,NOTES
LIKE A VAMPIRE,A,109.27,94.29,41.07,0,0,112.94,1415,CHORD
LIKE A VAMPIRE,H,70.12,68.58,41.08,0,0,44.43,908,NOTES
Like+it!,A,118.64,102.63,80.88,0,0,96.62,1197,NOTES
Like+it!,H,87.72,72.85,58.49,0,0,47.04,885,NOTES
Line 4 Ruin,A,119.19,101.31,32.82,0,0,111.75,1402,NOTES
Line 4 Ruin,H,77.62,62.86,12.38,0,0,57.79,913,NOTES
Linus,A,97.01,100,24.94,116.33,0,100.58,1105,SOFLAN
Liquid Crystal Girl feat. echo,A,79.29,64.29,28.48,0,0,63.73,1014,NOTES
Liquid Crystal Girl feat. echo,H,43.94,37.15,17.09,0,0,20.2,562,NOTES
Lisa-RICCIA,A,125.39,117.1,73.43,0,77.68,135.47,1692,CHORD
Lisa-RICCIA,H,83.66,82.85,48.59,0,58.45,79.53,1129,NOTES
Lisa-RICCIA,L,176.88,164.28,112.21,0,173.25,200,2394,CHORD
Little Little Princess,A,111.08,106.57,41.6,39.59,0,106.42,1420,NOTES
Little Little Princess,H,87.44,77.13,30.19,28.94,0,59.71,1118,NOTES
Little Little Princess,L,152.18,155.35,44.45,39.59,0,163.74,1946,CHORD
Little Star,A,135.8,113.15,73.82,0,0,99.97,1635,NOTES
Little Star,H,74.42,65.71,62.33,0,0,68.37,896,NOTES
LIVE DRIVING!! feat. 花たん,A,151.09,121.05,84.82,0,0,168.72,1947,CHORD
LIVE DRIVING!! feat. 花たん,H,98.96,78.58,53.15,0,0,106.39,1275,CHORD
LOCUS OF THE TRAVEL,A,152.61,121.05,151.31,0,177.56,133.81,1920,CHARGE
LOCUS OF THE TRAVEL,H,103.13,87.14,129.54,0,99.84,69.18,1297,SCRATCH
Logic Board,A,100.44,90,44.29,0,0,107.56,1173,CHORD
Logic Board,H,77.66,71.42,36.81,0,0,66.62,907,NOTES
Lords Of The Roundtable,A,125.95,127.63,192.04,0,104.75,130.6,1586,SCRATCH
Lords Of The Roundtable,H,75.44,78.57,164.81,0,15.92,68.24,950,SCRATCH
Lost Souls,A,111.19,105.26,43.91,0,0,77.93,1236,NOTES
Lost Souls,H,77.1,65.71,30.8,0,0,19.03,857,NOTES
Lost Souls,L,179.35,178.57,47.19,0,0,173.18,2000,NOTES
LOST TECHNOLOGIE,A,140.52,127.63,92.15,0,34.06,122.28,1822,NOTES
LOST TECHNOLOGIE,H,75.89,67.14,29.22,0,0.46,21.03,984,NOTES
Lost wing at.0,A,99.26,94.28,41.29,0,60.46,90.59,1261,NOTES
Lost wing at.0,H,59.2,51.43,37.29,0,13.9,30.23,752,NOTES
LOUDER ROLLING THUNDER,A,147.64,138.15,105.94,0,58.59,132.09,1767,NOTES
LOUDER ROLLING THUNDER,H,85.97,72.86,67.57,0,26.24,61.41,1029,NOTES
LOVE AGAIN TONIGHT~for Mellisa mix~,A,56.82,52.85,29.52,0,0,41.92,561,NOTES
LOVE AGAIN TONIGHT~for Mellisa mix~,H,50.74,47.15,28.77,0,0,29.25,501,NOTES
Love Again...,A,45.62,55.71,11.11,0,0,44.42,538,PEAK
Love Again...,H,33.91,40.01,11.11,0,0,21.8,400,PEAK
LOVE B.B.B,A,84.73,84.29,10.9,0,0,57.85,1019,NOTES
LOVE B.B.B,H,64.18,60,10.9,0,0,30.35,772,NOTES
Love Is Eternity,A,92.65,90,23.33,0,0,52.61,1215,NOTES
Love Is Eternity,H,77.48,71.42,18.33,0,0,20.68,1016,NOTES
LOVE IS ORANGE,A,84.59,74.29,23.2,0,0,68.9,903,NOTES
LOVE IS ORANGE,H,48.61,54.29,12.97,0,0,15.67,519,PEAK
LOVE IS ORANGE,L,99.2,88.57,23.2,0,0,97.37,1059,NOTES
Love Magic,A,80.96,95.71,35.71,0,0,70.7,991,PEAK
Love Magic,H,73.12,95.71,35.71,0,0,68.9,895,PEAK
Love Me Do,A,86.94,87.15,38.32,0,0,96.64,1058,CHORD
Love Me Do,H,70.44,61.42,38.33,0,0,52.4,857,NOTES
LOVE WILL・・・,A,79.37,72.86,24.49,0,0,70.06,732,NOTES
LOVE WILL・・・,H,41.09,42.85,18.95,0,0,16.09,379,PEAK
LOVE♡SHINE,A,105.04,103.94,49.02,0,0,104.04,1046,NOTES
LOVE♡SHINE,H,92.5,100,43.16,0,0,80.4,921,PEAK
Lovely Howdy Cowboy!!,A,116.07,101.31,101.7,0,41.25,112.58,1405,NOTES
Lovely Howdy Cowboy!!,H,78.16,68.58,55.97,0,14.06,46.08,946,NOTES
LOVELY STORM,A,110.54,100,24.23,0,0,112.08,1429,CHORD
LOVELY STORM,H,85.47,74.28,16.34,0,0,68.64,1105,NOTES
lower world,A,86.23,92.85,30.75,0,0,69.74,1144,PEAK
lower world,H,73.79,74.29,29.65,0,0,41.58,979,PEAK
lowercase lifetime,A,110.11,106.57,45.04,0,41.87,113.2,1407,CHORD
lowercase lifetime,H,83.42,80,41.05,0,0,75.78,1066,NOTES
Lucky Days,A,88.55,91.42,31.35,0,0,72.89,1111,PEAK
Lucky Days,H,61.93,60,22.06,0,0,39.18,777,NOTES
Lucy,A,94.15,94.28,27.62,0,0,98.49,1167,CHORD
Lucy,H,72.85,77.15,15.86,0,0,49.2,903,PEAK
Luna Plena,A,107.56,87.14,47.29,0,0,110.91,1309,CHORD
Luna Plena,H,66.88,60,35.92,0,0,44.8,814,NOTES
Luv 2 Feel Your Body,A,75.93,82.85,18.45,0,0,63.01,839,PEAK
Luv 2 Feel Your Body,H,49.06,50,18.46,0,0,18.36,542,PEAK
LUV CAN SAVE U,A,83.74,67.14,26.25,0,0,88.46,1069,CHORD
LUV CAN SAVE U,H,56.4,51.42,14.26,0,0,42.53,720,NOTES
LUV CAN SAVE U,L,110.38,95.71,27.96,0,69.76,116.66,1409,CHORD
LUV DRIVE,A,86.91,85.72,45.35,0,34.7,81.91,1075,NOTES
LUV DRIVE,H,55.21,48.57,28.86,0,5.31,29.04,683,NOTES
Lycoris,H,62.01,61.42,22.65,0,0,41.95,698,NOTES
M.D.Injection,A,101.56,90.01,32.46,0,0,75.55,1231,NOTES
M.D.Injection,H,51.65,45.72,3.6,0,0,26.56,626,NOTES
m1dy Deluxe,A,109.1,110.52,100.75,0,0,66.6,1342,PEAK
m1dy Deluxe,H,77.31,64.29,72.27,0,0,15.65,951,NOTES
M4K3 1T B0UNC3,A,124.64,126.31,69.9,0,71.14,128.23,1546,CHORD
M4K3 1T B0UNC3,H,87.23,78.58,39.95,0,42.59,71.88,1082,NOTES
MA・TSU・RI,A,111.97,91.42,72.68,0,10,108.42,1302,NOTES
MA・TSU・RI,H,81.52,65.71,52.01,0,3.75,48.03,948,NOTES
Macho Gang,A,83.86,72.86,77.38,0,0,54.26,837,NOTES
Macho Gang,H,54.9,58.57,35.75,0,0,29.26,548,PEAK
Mächö Mönky,A,127.19,136.84,125.4,0,2.34,133.6,1588,PEAK
Mächö Mönky,H,89.94,91.43,125.41,0,1.87,74.77,1123,SCRATCH
Macuilxochitl,A,148.55,127.63,29.04,0,0,133.57,1677,NOTES
Macuilxochitl,H,101.59,90,22.58,0,0,71.15,1147,NOTES
MAD ATTACK,A,91.42,90.01,84.67,0,0,90.8,991,NOTES
MAD ATTACK,H,63.01,77.15,69.22,0,0,42.9,683,PEAK
MAD ATTACK,L,128.76,109.21,183.12,0,97.34,125.74,1396,SCRATCH
madrugada,A,77.83,105.27,18.6,0,0,61.45,945,PEAK
madrugada,H,51.96,57.14,16.2,0,0,13.02,631,PEAK
MAGIC & LOVE,A,124.35,110.52,72.8,0,0,122.71,1481,NOTES
MAGIC & LOVE,H,79.08,71.42,29.97,0,0,42.98,942,NOTES
Magical,A,77.26,75.71,23.94,0,0,43.06,1011,NOTES
Magical,H,45.93,40,22.83,0,0,7.65,601,NOTES
Make A Difference,A,94.37,92.85,40.48,0,0,99.87,1155,CHORD
Make A Difference,H,69.11,71.42,36.31,0,0,50.58,846,PEAK
Make Me Your Own,A,88.73,94.29,62.49,0,0,100.36,1086,CHORD
Make Me Your Own,H,68.29,72.85,58.92,0,0,53.88,836,PEAK
Makin' It,A,120.53,102.63,197.83,0,0,102.48,1471,SCRATCH
Makin' It,H,69.4,60,181.57,0,0,18.97,847,SCRATCH
Mare Nectaris,A,163.16,180.35,44.91,0,0.93,119.51,2094,PEAK
Mare Nectaris,H,87.09,98.57,22.17,0,0.46,57.97,1116,PEAK
MARIA (I believe... ),A,84.03,87.15,45.47,0,0,82.96,983,PEAK
MARIA (I believe... ),H,68.74,62.85,45.46,0,0,50.33,804,NOTES
Marie Antoinette,A,100.95,87.14,37.56,62.32,0,104.2,1312,CHORD
Marie Antoinette,H,78.32,77.14,28.59,60.01,0,66.08,1018,NOTES
Marie Antoinette,L,124.49,125,52.69,91.2,0,142.86,1618,CHORD
MARLIN,A,146.89,125,97.61,0,0,137.53,1798,NOTES
Mars beach,A,90.94,81.42,33.46,0,0,61.31,1129,NOTES
Mars beach,H,56.47,48.57,26.41,0,0,33.53,701,NOTES
mathematical good-bye,A,115.33,101.32,35.91,0,0,107.57,1427,NOTES
mathematical good-bye,H,74.76,62.86,28.85,0,0,30.89,925,NOTES
Matt Silver,A,135.74,118.42,37.07,0,0,114.83,1707,NOTES
Matt Silver,H,87.15,71.42,31.28,0,0,27.43,1096,NOTES
MAX 300,A,153.67,171.42,41.54,88.13,0,140.18,1429,PEAK
MAX 300,H,105.65,106.58,33.7,43.44,0,82.83,982,PEAK
MAX 360,A,130.81,135.52,36.7,64.7,52.65,118.14,1610,PEAK
MAX 360,H,96.85,85.72,36.11,44.88,0,60.67,1192,NOTES
MAX LOVE,A,96.35,80.01,67.18,0,0,110.94,1348,CHORD
MAX LOVE,H,78.62,68.57,42.18,0,0,73.45,1100,NOTES
MAXIMUM CHEAT GIRL,A,142.35,130.26,113.92,0,0,128.9,1842,NOTES
MAXIVCORD,A,123.45,115.78,20.76,0,35.48,108.44,1256,NOTES
MAXIVCORD,H,73.92,81.43,20.76,0,0,25.45,752,PEAK
Medicine of love,A,85,78.57,48.62,0,0,94.72,866,CHORD
Medicine of love,H,54.76,54.28,62.93,0,0,47.24,558,SCRATCH
MEGAERA,A,143.45,157.14,57.22,0,22.64,145.21,1790,PEAK
MEGAERA,H,89.12,95.72,37.96,0,0,50.02,1112,PEAK
Megalara Garuda,A,126.05,126.31,23.8,0,120.26,120.05,1543,PEAK
Megalara Garuda,H,82.68,90,12.5,0,71.79,52.78,1012,PEAK
Meissa,A,125.16,135.52,21.6,90.04,42.5,106.49,1435,PEAK
Meissa,H,72.04,67.14,15.25,71.97,6.25,34.83,826,NOTES
Mel,A,87.04,75.71,17.48,0,4.36,77.62,1088,NOTES
Mel,H,61.37,55.71,15.15,0,1.09,42.93,767,NOTES
Memoria Obscura,A,170.88,146.05,15.56,0,114.69,164.45,2055,NOTES
Memoria Obscura,H,91.35,80,9.57,0,42.9,45.53,1112,NOTES
memories,A,94.53,82.86,44.05,0,0,70.41,1157,NOTES
memories,H,86.28,80.02,36.91,0,0,60.72,1056,NOTES
MENDES,A,158.88,169.64,77.84,0,0,147.35,1831,PEAK
MENDES,H,117.53,107.89,46.83,0,0,95.79,1353,NOTES
MENTAL MELTDOWN,A,118.71,144.73,79.11,0,0,112.77,1443,PEAK
MENTAL MELTDOWN,H,96.75,82.85,79.11,0,0,63.98,1176,NOTES
Mermaid girl,A,89.81,92.85,45.26,0,0,105.63,1113,CHORD
Mermaid girl,H,69.07,82.85,44.09,0,0,69.9,856,PEAK
Mermaid girl-秋葉工房 MIX-,A,78.9,65.72,27.9,0,0,64.92,1030,NOTES
Mermaid girl-秋葉工房 MIX-,H,51.93,44.28,17.29,0,0,13.87,678,NOTES
METALLIC MIND,A,77.24,98.58,60.88,0,0,76.24,832,PEAK
METALLIC MIND,H,68.24,75.71,59.53,0,0,59.8,735,PEAK
Miami Sunset Drive,A,63.47,71.43,9.88,0,127.27,37.28,842,CHARGE
Miami Sunset Drive,H,41.31,44.29,9.88,0,55,11.85,548,CHARGE
Mid-Corner (Magic Maker),A,130.82,130.26,89.33,0,49.21,118.27,1611,NOTES
Mid-Corner (Magic Maker),H,85.67,82.84,47.91,0,9.52,46.13,1055,NOTES
Midnight Drive,A,82.13,72.86,149.89,81.61,0,63.65,1016,SCRATCH
Midnight Drive,H,54.56,50,92.48,59.83,19.37,24.67,675,SCRATCH
Midnight Lady,A,75.27,74.28,19.04,0,49.7,74.93,979,NOTES
Midnight Lady,H,45.83,51.43,18.48,0,21.25,17.67,596,PEAK
Million Dollar,A,135.36,126.31,55.41,0,131.89,112.56,1762,NOTES
Mind Mapping,A,79.11,80,53.7,0,0,82.05,923,CHORD
Mind Mapping,H,53.75,51.42,24.98,0,0,41.56,627,NOTES
Mind Mapping,L,97.27,85.71,68.69,0,0,110.55,1135,CHORD
mind the gap,A,73.69,81.42,37.71,112.77,0,51.38,840,SOFLAN
mind the gap,H,48.25,67.14,17.89,79.15,0,9.17,550,SOFLAN
minimalian,A,74.62,78.58,26.96,0,0,35.42,706,PEAK
minimalian,H,58.64,68.57,26.95,0,0,26.89,555,PEAK
MINT,A,120.51,106.57,16.68,0,0,101,1158,NOTES
Miracle 5ympho X,A,104.27,113.15,65.94,0,18.28,106.32,1325,PEAK
Miracle 5ympho X,H,53.04,55.71,33.25,0,12.65,36.82,674,PEAK
Miracle 5ympho X,L,122.06,127.63,180.33,0,26.25,119.57,1551,SCRATCH
MIRACLE MEETS,A,90.04,119.73,24.42,0,176.2,94.12,1128,CHARGE
MIRACLE MEETS,H,64.42,94.28,17.43,0,118.16,49.1,807,CHARGE
mnemoniq,A,61.01,62.85,14.86,0,0,38.42,658,PEAK
mnemoniq,H,45.25,45.72,14.86,0,0,16.49,488,PEAK
MOCHIMOCHI DREAMIN!!,A,122.83,102.63,106.15,0,33.75,115.94,1530,NOTES
MOCHIMOCHI DREAMIN!!,H,75.38,68.57,82.47,0,15,51.6,939,SCRATCH
Modular Technology,A,121.37,101.31,90.87,0,0,84.24,1372,NOTES
Modular Technology,H,89,74.28,57.36,0,0,31.68,1006,NOTES
Monkey Business,A,109.53,101.31,32.54,177.04,77.64,89.06,1324,SOFLAN
Monkey Business,H,66.92,58.57,27.12,158.53,22.03,30.7,809,SOFLAN
Monkey Dance,A,87.67,91.43,17.29,0,0,73.32,997,PEAK
Monkey Dance,H,60.68,61.42,15.37,0,0,18.41,690,PEAK
Monkey Dance '09,A,92.7,92.85,24.82,0,0,72.83,1142,PEAK
Monkey Dance '09,H,72.66,65.72,24.25,0,0,40.67,895,NOTES
Monopole.,A,143.39,134.21,47.73,0,102.51,134.75,1729,NOTES
Monopole.,H,71.9,72.85,36.24,0,35.78,41.52,867,PEAK
MOON,A,89.05,78.57,35.4,0,0,82.13,1118,NOTES
MOON,H,84.98,72.85,35.97,0,0,77.51,1067,NOTES
MOON RACE,A,80.94,81.43,16.02,0,0,36.99,957,PEAK
MOON RACE,H,50.57,57.14,9.24,0,0,3.2,598,PEAK
moon_child,A,101.44,121.05,49.46,35.9,0,104.26,1300,PEAK
moon_child,H,80.07,100,26.15,35.63,0,48.15,1026,PEAK
mosaic,A,143.07,134.21,93.94,0,0,155.5,1509,CHORD
mosaic,H,98.13,97.14,49.05,0,0,100.07,1035,CHORD
Move UR Body,A,110.63,102.63,51.62,0,39.96,104.63,1327,NOTES
Move UR Body,H,76.62,78.58,46.17,0,26.88,43.74,919,PEAK
MOVE! (We Keep It Movin'),A,88.29,72.86,48.63,0,47.18,77.89,1111,NOTES
MOVE! (We Keep It Movin'),H,55.14,54.28,28.36,0,14.06,22.55,694,NOTES
Moving on,A,121.83,109.21,41.98,0,0,105.9,1501,NOTES
Moving on,H,79.46,61.42,18.92,0,0,10.25,979,NOTES
Mr.T.(take me higher),A,84.59,81.42,29.11,0,0,99.1,889,CHORD
Mr.T.(take me higher),H,48.54,44.28,23.57,0,0,38.81,510,NOTES
Mukade,A,132.73,119.73,37.03,0,45.93,106.69,1645,NOTES
Mukade,H,78.02,62.85,25.86,0,21.71,27.79,967,NOTES
murmur twins,A,98.46,88.57,35.06,0,0,70.05,1207,NOTES
murmur twins,H,69.66,67.14,19.61,0,0,28.89,854,NOTES
Music is The Answer,A,85.15,78.57,60.95,0,0,57.6,977,NOTES
Music is The Answer,H,63.26,58.57,43.8,0,0,29.81,726,NOTES
MUSIC TO YOUR HEAD,A,69.39,72.85,24.41,0,0,37.13,849,PEAK
MUSIC TO YOUR HEAD,H,60.72,57.14,22.02,0,0,21.65,743,NOTES
Musik LoverZ,A,103.59,107.89,65.47,0,0,88.68,1268,PEAK
Musik LoverZ,H,58.99,57.14,29.16,0,0,27.18,722,NOTES
MVP,A,109.87,110.52,107.92,0,6.71,124.44,1318,CHORD
MVP,H,64.35,59.99,54.04,0,0,48.6,772,NOTES
My Sweet Bird?,A,91.22,70,51.03,0,0,89.82,1107,NOTES
My Sweet Bird?,H,63.37,52.85,46.23,0,0,48.84,769,NOTES
N.O.,A,98.66,87.15,31.08,0,25.21,59.45,1272,NOTES
N.O.,H,59.56,58.56,28.24,0,5.15,13.37,768,NOTES
n'pa pa BBQ,A,116.58,102.63,33.18,0,13.43,113.27,1408,NOTES
n'pa pa BBQ,H,73.86,68.58,27.75,0,1.87,41.31,892,NOTES
n/a,A,151.22,157.14,84.99,165.51,99.34,141.18,1867,SOFLAN
n/a,H,83.29,78.58,61.98,111.35,21.56,52.62,1028,SOFLAN
NANAIRO,A,110.45,103.95,49.22,0,0,114.53,1308,CHORD
NANAIRO,H,78.95,68.58,36.91,0,0,51.59,935,NOTES
Narcissus At Oasis,A,69.29,98.58,23.49,0,0,54.82,838,PEAK
Narcissus At Oasis,H,66.7,87.13,21.08,0,0,51.22,807,PEAK
Nasty Techniques,A,102.48,109.21,42.96,0,89.4,102.16,1338,PEAK
Nasty Techniques,H,65.41,62.85,21.77,0,25.31,22.25,854,NOTES
naughty girl@Queen's Palace,A,92.06,92.85,154.44,0,0,90.19,1088,SCRATCH
naughty girl@Queen's Palace,H,73.54,68.58,130.14,0,0,57.84,869,SCRATCH
naughty girl@Queen's Palace,L,116.77,103.94,153.77,0,0,123.7,1380,SCRATCH
NEBULA GRASPER,A,100.73,87.15,16.55,0.87,0,60.54,1241,NOTES
NEBULA GRASPER,H,83.5,71.41,13,0.69,0,13.79,1029,NOTES
Necroxis Girl,A,119.31,111.84,65.15,0,101.18,105.19,1441,NOTES
Necroxis Girl,H,85.04,81.42,50.07,0,33.12,46.69,1027,NOTES
NEEDLESS MY LOVE FOR YOU,H,67.07,65.71,21.78,0,0,49.58,830,NOTES
NEMESIS,A,77.58,95.71,30.79,0,0,54.88,973,PEAK
NEMESIS,H,66.9,81.42,23.23,0,0,34.63,839,PEAK
Nemophila,A,112.06,92.85,23.26,0,60.56,93.6,1404,NOTES
NEO GENERATOR SEVEN,A,135.1,136.84,82.7,0,0,138.91,1690,CHORD
NEO GENERATOR SEVEN,H,77.87,82.86,16.3,0,0,67.84,974,PEAK
Neo Heritage,A,117.22,109.21,89.87,0,0,111.02,1454,NOTES
Neo Heritage,H,68.61,65.71,32.89,0,0,29.06,851,NOTES
neogenesis,A,71.05,72.85,14.38,0,0,44.59,864,PEAK
neogenesis,H,56.09,54.28,11.98,0,0,42.84,682,NOTES
neogenesis,L,97.04,103.94,16.17,0,0,89.06,1180,PEAK
Neonlights,A,95.37,85.71,61.65,0,0,81.99,1127,NOTES
Neonlights,H,68.97,64.29,33.29,0,0,37.3,815,NOTES
neu,A,131.04,135.52,36.77,0,0,134.55,1999,PEAK
neu,H,82.72,95.71,27.97,0,0,76.51,1099,PEAK
Never Fade Away,A,123.23,113.15,42.69,0,0,113.98,1535,NOTES
Never Fade Away,H,72.81,72.85,32.18,0,0,40.12,907,PEAK
never...,A,68.43,70.01,17.98,0,0,68.59,915,PEAK
never...,H,51.69,48.57,17.98,0,0,25.21,691,NOTES
New Castle Legions,A,113.98,106.57,52.12,125.88,124.49,80.78,1418,SOFLAN
New Castle Legions,H,83.75,71.42,39.82,112.19,88.14,52.57,1042,SOFLAN
New Decade IIDX Edition,A,130.29,114.47,84.5,0,0,115.09,1539,NOTES
New Decade IIDX Edition,H,84.74,70,57.36,0,0,47.22,1001,NOTES
NEW GENERATION -もう、お前しか見えない-,A,106.66,126.33,70.05,0,0,103.39,1342,PEAK
NEW GENERATION -もう、お前しか見えない-,H,80.34,84.28,65.41,0,0,53.37,1011,PEAK
NEW GENERATION -もう、お前しか見えない-,L,154.26,175,83.08,0,0,146.04,1895,PEAK
New Lights,A,97.12,92.85,53.78,0,0,108.26,1250,CHORD
New Lights,H,72.19,67.15,51.51,0,0,63.07,929,NOTES
NEW SENSATION -もう、あなたしか見えない-,A,109.81,90,33.01,0,84.37,100.62,1357,NOTES
NEW SENSATION -もう、あなたしか見えない-,H,84.56,72.85,27.7,0,60,56.5,1045,NOTES
NEWALONE,A,84.22,75.71,30.31,0,34.46,81.76,1012,NOTES
NEWALONE,H,55.09,58.57,24.25,0,4.84,31.12,662,PEAK
Next Level,A,91.98,85.71,60.31,0,85.28,88.22,1100,NOTES
Next Level,H,68.3,62.85,52.39,0,15.46,38.98,817,NOTES
Night sky,A,117.01,121.05,53.17,0,76.4,103.49,1491,PEAK
Night sky,H,76.28,68.58,35.45,0,28.43,35.59,972,NOTES
Night! Night! Night!,A,124.12,113.15,93.95,0,0,115.66,1540,NOTES
Night! Night! Night!,H,75.04,64.29,34.64,0,0,19.49,931,NOTES
Nightmare before oversleep,A,121.58,123.68,30.71,0,0,119.72,1500,PEAK
Nightmare before oversleep,H,80.09,95.72,23.62,0,0,64.82,988,PEAK
NINJA IS DEAD IIDX ver.,A,129.2,125,39.63,64.37,0,123.87,1520,NOTES
NINJA IS DEAD IIDX ver.,H,84.07,81.43,20.43,30.15,0,47.76,989,NOTES
NITROUS CANNON,A,143.02,125,102.61,0,0,128.06,1875,NOTES
NITROUS CANNON,H,80.47,74.28,59.46,0,5,35.54,1055,NOTES
NNRT,A,128.84,125,51.68,15.64,0,136.8,1780,CHORD
NNRT,H,93.36,91.42,44.28,15.63,0,96.59,1290,CHORD
No Border,A,145.14,136.84,20.64,0,0,140.73,1895,NOTES
No Border,H,77.58,78.57,10.04,0,0,44.86,1013,PEAK
No Day But Today!,A,97.26,82.85,53.85,0,25.15,83.59,1000,NOTES
NO LIMIT -オレ達に限界は無い-,A,93.95,102.63,112.27,0,0,97.68,1148,SCRATCH
NO LIMIT -オレ達に限界は無い-,H,51.63,52.85,47.1,0,0,29.15,631,PEAK
No Limit 2 dAnce feat. 大山愛未,A,95.94,95.71,52.04,0,0,90.05,1182,NOTES
No Limit 2 dAnce feat. 大山愛未,H,64.37,57.14,41.99,0,0,30.3,793,NOTES
No Tears,A,102.35,102.63,28.99,0,0,110.55,1286,CHORD
No Tears,H,86.11,81.42,20.87,0,0,75.39,1082,NOTES
No.13,A,132.83,118.42,52.39,0,0,104.49,1607,NOTES
No.13,H,113.75,101.32,31.91,0,0,62.21,1376,NOTES
Nocturnal 2097,A,120.06,110.52,32.53,0,147.92,106.85,1479,CHARGE
Nocturnal 2097,H,80.37,67.14,20.7,0,68.35,37.91,990,NOTES
NOIXIA,A,164.32,166.07,55.02,0,190.74,132.45,2027,CHARGE
NOIXIA,H,95.25,95.7,49.1,0,101.75,45.07,1173,CHARGE
Non Stop Rock,A,80.58,91.43,113.27,0,50.31,79.94,952,SCRATCH
Non Stop Rock,H,56.88,67.14,80.17,0,16.25,34.83,672,SCRATCH
NoN-Fiction Story!,A,100.95,84.29,29.1,0,0,84.92,1112,NOTES
NoN-Fiction Story!,H,63.82,61.43,23.14,0,0,29.25,703,NOTES
nostos,A,97.63,118.42,16.22,151.92,0,109,1359,SOFLAN
nostos,H,51.87,55.71,9.94,119.33,0,17.41,722,SOFLAN
Nothing but Theory,A,113.92,103.94,45.02,0,0,105.18,1438,NOTES
Nothing but Theory,H,64.25,58.57,22.51,0,0,18.71,811,NOTES
Nothing but Theory,L,149.73,123.68,57.14,0,0.46,149.19,1890,NOTES
Nowhere,A,89.93,95.71,33.94,0,0,83.92,1100,PEAK
Nowhere,H,62.04,64.28,23.22,0,0,31.46,759,PEAK
NPC World,A,96.11,80,53.35,0,0,60.07,1155,NOTES
